DATE TIME;Fdw;Tdw;Ta;Pa;Thwi;Thwo
6/11/2018 04:23;0;13,5;13,7;494,7613;59;48,4
6/11/2018 04:23;0;13,5;13,7;494,7613;59;48,4
6/11/2018 04:25;0;13,5;13,7;470,8257;59,3;48,7
6/11/2018 04:26;0;13,5;13,8;476,4247;59,7;48,9
6/11/2018 04:26;0;13,5;13,8;480,1107;59,7;48,9
6/11/2018 04:27;0;13,5;13,8;476,4247;59,6;49,2
6/11/2018 04:27;0;13,5;13,8;472,2955;59,6;49,2
6/11/2018 04:28;15,12652;13,6;13,8;477,3112;59,5;48,6
6/11/2018 04:29;14,91967;13,6;13,9;492,0085;59,2;36
6/11/2018 04:29;14,92278;13,6;13,9;470,9657;59,2;35,9
6/11/2018 04:30;14,97255;13,6;13,8;470,9424;59;32,1
6/11/2018 04:30;14,98499;13,6;13,8;467,3497;59;32,1
6/11/2018 04:31;15,01299;13,6;13,8;484,6832;58,7;31,3
6/11/2018 04:31;15,0332;13,6;13,8;473,6485;58,7;31,3
6/11/2018 04:31;15,02854;13,6;13,8;463,1505;58,6;31,3
6/11/2018 04:32;14,93833;13,6;13,9;474,6517;58,4;30,9
6/11/2018 04:33;0;13,6;13,9;468,2129;58;32,2
6/11/2018 04:34;0;13,6;13,8;468,1196;57,6;39,3
6/11/2018 04:34;0;13,6;13,8;468,1662;57,6;39,4
6/11/2018 04:35;0;13,6;13,9;479,1775;57,1;41,6
6/11/2018 04:36;0;13,6;13,8;482,9568;56,8;44,5
6/11/2018 04:36;0;13,6;13,8;486,5495;56,8;44,5
6/11/2018 04:37;0;13,6;13,8;489,3723;56,4;46,2
6/11/2018 04:37;0;13,6;13,8;489,3723;56,4;46,2
6/11/2018 04:38;0;13,6;13,8;481,9303;56,2;46,7
6/11/2018 04:38;0;13,6;13,8;474,6284;56,2;46,7
6/11/2018 04:39;0;13,6;13,8;469,9859;56,5;47
6/11/2018 04:40;0;13,6;13,7;462,6606;56,9;47,1
6/11/2018 04:41;0;13,6;13,6;468,2129;57,2;47,3
6/11/2018 04:41;0;13,6;13,6;475,4915;57,2;47,3
6/11/2018 04:42;0;13,6;13,7;493,9214;57,7;47,5
6/11/2018 04:42;0;13,6;13,7;475,9582;57,7;47,5
6/11/2018 04:43;14,83879;13,6;13,8;482,8168;58,1;47,6
6/11/2018 04:44;14,9741;13,6;13,9;479,2942;58,5;35,9
6/11/2018 04:44;15,00054;13,6;13,9;471,8522;58,5;35,8
6/11/2018 04:45;15,19029;13,6;14;470,0326;58,9;31,9
6/11/2018 04:45;15,18251;13,6;14;469,9859;59;31,9
6/11/2018 04:46;15,02076;13,6;14;478,361;59,4;31,2
6/11/2018 04:47;15,01921;13,6;14;475,5615;59,8;31,1
6/11/2018 04:48;14,92278;13,6;14;471,7822;59,8;31,8
6/11/2018 04:48;14,90723;13,7;14;469,1461;59,8;31,9
6/11/2018 04:49;0;13,7;14;475,5615;59,5;39,4
6/11/2018 04:49;0;13,7;14;475,4915;59,5;39,6
6/11/2018 04:50;0;13,7;14,1;473,5319;59,1;42,5
6/11/2018 04:51;0;13,7;14,1;477,4512;58,7;45,7
6/11/2018 04:51;0;13,7;14,1;477,3812;58,7;45,8
6/11/2018 04:52;0;13,7;14,2;488,3225;58,3;47,7
6/11/2018 04:52;0;13,7;14,2;485,5463;58,3;47,7
6/11/2018 04:54;0;13,7;14,2;479,2942;58;48,4
6/11/2018 04:54;0;13,7;14,2;481,977;58;48,4
6/11/2018 04:55;0;13,7;14,1;485,663;57,6;48,3
6/11/2018 04:56;0;13,7;14,1;475,5149;57,4;48,1
6/11/2018 04:57;0;13,8;14,2;486,5961;57,1;47,8
6/11/2018 04:57;0;13,8;14,2;480,1107;57,1;47,8
6/11/2018 04:58;0;13,8;14,1;476,4247;56,8;47,6
6/11/2018 04:59;15,2976;13,8;14,1;481,0438;56,5;47,4
6/11/2018 04:59;15,10163;13,8;14,1;477,3578;56,5;47,4
6/11/2018 05:00;14,93522;13,8;14,2;486,5728;56,4;37,1
6/11/2018 05:00;14,98032;13,8;14,2;482,9102;56,4;36,7
6/11/2018 05:01;14,86368;13,8;14,2;472,7154;56,2;31,7
6/11/2018 05:02;14,99588;13,8;14,2;491,0986;56,3;30,7
6/11/2018 05:03;14,96944;13,8;14,1;482,9335;56,6;30,3
6/11/2018 05:04;14,98188;13,8;14,1;469,1694;56,9;30,6
6/11/2018 05:04;14,99277;13,8;14,1;487,506;56,9;30,6
6/11/2018 05:05;0;13,8;14,2;485,1731;57,2;37,4
6/11/2018 05:05;0;13,8;14,2;471,7822;57,2;37,5
6/11/2018 05:06;0;13,8;14,1;486,5262;57,5;40,6
6/11/2018 05:06;0;13,8;14,1;475,4682;57,6;40,6
6/11/2018 05:07;0;13,8;14,2;472,7621;57,9;43,7
6/11/2018 05:07;0;13,8;14,2;480,1107;57,9;43,8
6/11/2018 05:08;0;13,8;14,1;468,1662;58,2;46,4
6/11/2018 05:08;0;13,8;14,1;464,5036;58,3;46,4
6/11/2018 05:09;0;13,8;14,1;481,977;58,6;47,9
6/11/2018 05:10;0;13,8;14,2;473,6485;58,9;48,6
6/11/2018 05:11;0;13,9;14,2;470,0326;59,2;48,7
6/11/2018 05:11;0;13,9;14,2;481,0438;59,3;48,7
6/11/2018 05:12;0;13,9;14,2;486,5961;59,6;48,9
6/11/2018 05:12;0;13,9;14,2;472,4588;59,6;48,9
6/11/2018 05:13;0;13,9;14,2;474,6284;59,8;49,2
6/11/2018 05:14;16,53559;13,9;14,2;490,3055;59,6;49,4
6/11/2018 05:14;16,77044;13,9;14,2;475,5615;59,6;49,4
6/11/2018 05:15;14,97255;13,9;14,2;459,9544;59,4;40,1
6/11/2018 05:15;14,93833;13,9;14,2;463,5938;59,4;40
6/11/2018 05:16;15,03631;13,9;14,3;466,2299;59,2;33,1
6/11/2018 05:17;14,93211;13,9;14,4;472,7854;58,9;31,8
6/11/2018 05:17;14,95544;13,9;14,4;465,3668;58,9;31,8
6/11/2018 05:18;14,86368;13,9;14,4;466,3466;58,5;31,2
6/11/2018 05:18;14,88545;13,9;14,4;466,3932;58,5;31,2
6/11/2018 05:19;15,00987;13,9;14,4;478,3143;58,3;31
6/11/2018 05:20;0;13,9;14,4;471,0357;57,8;37,3
6/11/2018 05:20;0;13,9;14,4;474,6984;57,8;37,4
6/11/2018 05:21;0;13,9;14,3;471,0824;57,4;41,1
6/11/2018 05:22;0;13,9;14,3;466,3466;57,4;41,1
6/11/2018 05:23;0;13,8;14,4;470,9191;56,9;44
6/11/2018 05:23;0;13,8;14,4;474,5817;56,9;44
6/11/2018 05:24;0;13,8;14,4;482,8168;56,5;45,7
6/11/2018 05:25;0;13,8;14,3;466,3466;56,2;46,7
6/11/2018 05:26;0;13,8;14,2;474,0685;55,9;47,1
6/11/2018 05:26;0;13,8;14,2;473,6252;55,9;47,1
6/11/2018 05:27;0;13,8;14,3;490,2121;56,1;46,9
6/11/2018 05:28;0;13,8;14,3;471,8522;56,4;46,9
6/11/2018 05:28;0;13,8;14,2;471,7356;56,4;46,9
6/11/2018 05:29;0;13,8;14,2;486,5961;56,9;47,1
6/11/2018 05:29;0;13,8;14,2;475,4682;56,9;47,1
6/11/2018 05:30;0;13,8;14,2;468,3762;57,3;47,3
6/11/2018 05:31;14,91189;13,8;14,2;464,0137;57,8;39,4
6/11/2018 05:32;14,95077;13,8;14,3;469,4027;58,2;32,4
6/11/2018 05:33;14,92744;13,8;14,3;486,3162;58,6;31,3
6/11/2018 05:33;14,97877;13,8;14,3;471,7822;58,6;31,3
6/11/2018 05:34;15,07364;13,8;14,4;493,0583;59;31
6/11/2018 05:35;15,02543;13,8;14,4;482,9102;59,3;31
6/11/2018 05:35;15,02076;13,8;14,4;468,2129;59,4;31
6/11/2018 05:36;0;13,9;14,2;471,8755;59,5;36,9
6/11/2018 05:36;0;13,9;14,2;491,1453;59,5;37
6/11/2018 05:37;0;13,8;14,3;472,6687;59,3;41,7
6/11/2018 05:37;0;13,8;14,3;469,076;59,3;41,8
6/11/2018 05:38;0;13,8;14,3;469,1461;58,9;44,7
6/11/2018 05:39;0;13,8;14,3;483,8433;58,5;47,1
6/11/2018 05:40;0;13,8;14,3;471,8289;58,1;48,3
6/11/2018 05:40;0;13,8;14,3;482,8635;58,1;48,3
6/11/2018 05:41;0;13,8;14,3;469,566;57,7;47,7
6/11/2018 05:41;0;13,8;14,3;469,076;57,7;47,7
6/11/2018 05:42;0;13,8;14,4;498,4706;57,4;48
6/11/2018 05:43;0;13,8;14,3;476,448;57,1;47,8
6/11/2018 05:43;0;13,8;14,3;476,448;57,1;47,8
6/11/2018 05:44;0;13,8;14,3;473,5786;56,8;47,6
6/11/2018 05:44;0;13,8;14,3;473,6019;56,8;47,6
6/11/2018 05:45;0;13,8;14,3;473,6953;56,6;47,3
6/11/2018 05:46;14,97877;13,8;14,3;467,1864;56,3;40,7
6/11/2018 05:47;14,99588;13,8;14,3;473,7185;56,1;32,4
6/11/2018 05:47;14,957;13,8;14,3;477,6145;56,1;32,3
6/11/2018 05:48;14,92589;13,8;14,2;485,2897;56;30,9
6/11/2018 05:48;14,96633;13,8;14,2;467,3031;56;30,9
6/11/2018 05:49;15,01299;13,8;14,3;467,3264;56,3;30,3
6/11/2018 05:50;15,04876;13,8;14,3;473,6019;56,6;30,3
6/11/2018 05:50;15,05964;13,8;14,3;466,3466;56,6;30,3
6/11/2018 05:52;0;13,8;14,3;466,2299;56,9;34,5
6/11/2018 05:52;0;13,8;14,3;473,6485;56,9;34,7
6/11/2018 05:53;0;13,8;14,3;468,9828;57,2;39,7
6/11/2018 05:53;0;13,9;14,3;469,0527;57,3;39,8
6/11/2018 05:54;0;13,9;14,2;477,3578;57,5;42,5
6/11/2018 05:55;0;13,9;14,3;488,2992;57,9;45,5
6/11/2018 05:55;0;13,9;14,3;471,9455;57,9;45,5
6/11/2018 05:56;0;13,9;14,4;471,269;58,2;47,3
6/11/2018 05:56;0;13,9;14,4;471,269;58,2;47,3
6/11/2018 05:57;0;13,9;14,4;493,0816;58,5;48,1
6/11/2018 05:58;0;13,9;14,4;476,4947;58,8;48,4
6/11/2018 05:58;0;13,9;14,4;469,1694;58,8;48,4
6/11/2018 05:59;0;13,9;14,4;484,7065;59,1;48,6
6/11/2018 05:59;0;13,9;14,4;488,3925;59,1;48,6
6/11/2018 06:00;0;13,9;14,4;484,7765;59,6;48,8
6/11/2018 06:00;0;13,9;14,4;481,907;59,6;48,8
6/11/2018 06:01;0;13,8;14,4;492,0785;59,5;49,1
6/11/2018 06:02;15,02387;13,8;14,4;464,5269;59,4;44,5
6/11/2018 06:02;15,05809;13,8;14,4;471,7822;59,4;44,2
6/11/2018 06:03;14,98032;13,8;14,3;479,2942;59,1;34,3
6/11/2018 06:03;14,95855;13,8;14,3;460,8876;59,1;34,2
6/11/2018 06:04;14,96477;13,8;14,3;486,5262;58,8;32
6/11/2018 06:04;15,02698;13,8;14,3;474,5817;58,8;32
6/11/2018 06:05;15,07053;13,8;14,3;477,5445;58,5;31,2
6/11/2018 06:05;15,06742;13,8;14,3;466,0666;58,5;31,2
6/11/2018 06:06;15,02387;13,8;14,3;472,8787;58,2;31,1
6/11/2018 06:06;15,02387;13,8;14,3;487,5293;58,2;31,1
6/11/2018 06:07;0;13,8;14,4;483,8666;57,8;34,2
6/11/2018 06:07;0;13,8;14,4;480,1107;57,8;34,3
6/11/2018 06:08;0;13,8;14,4;472,7154;57,4;40,3
6/11/2018 06:09;0;13,8;14,3;479,2942;56,9;42,2
6/11/2018 06:10;0;13,8;14,3;480,9972;56,5;45,1
6/11/2018 06:10;0;13,8;14,3;481,5338;56,5;45,2
6/11/2018 06:11;0;13,8;14,3;472,692;56,1;46,4
6/11/2018 06:11;0;13,8;14,3;469,0527;56,1;46,4
6/11/2018 06:12;0;13,8;14,2;472,6687;55,8;46,9
6/11/2018 06:12;0;13,8;14,2;469,8692;55,8;46,9
6/11/2018 06:13;0;13,8;14,2;485,7096;56;46,8
6/11/2018 06:14;0;13,8;14,2;485,1731;56,3;46,8
6/11/2018 06:15;0;13,8;14,3;486,1062;56,7;47
6/11/2018 06:16;0;13,7;14,2;480,1107;57,1;46,9
6/11/2018 06:17;15,0752;13,7;14,3;473,6953;57,4;45,7
6/11/2018 06:17;15,08142;13,7;14,3;491,0986;57,4;45,5
6/11/2018 06:18;15,02543;13,7;14,3;461,7974;57,9;33,6
6/11/2018 06:18;15,05187;13,7;14,3;483,7267;57,9;33,5
6/11/2018 06:19;15,02854;13,7;14,2;462,7539;58,3;31,4
6/11/2018 06:19;14,97877;13,7;14,2;487,506;58,3;31,4
6/11/2018 06:20;15,02698;13,7;14,1;481,0905;58,8;30,9
6/11/2018 06:22;14,95855;13,7;14,2;481,9303;59,1;30,9
6/11/2018 06:23;0;13,8;14,3;477,4278;58,9;33,1
6/11/2018 06:23;0;13,8;14,3;490,3988;58,9;33,2
6/11/2018 06:24;0;13,8;14,3;480,3906;58,5;40,1
6/11/2018 06:25;0;13,8;14,3;484,7765;58,1;42,2
6/11/2018 06:25;0;13,8;14,3;477,3578;58,1;42,3
6/11/2018 06:26;0;13,8;14,3;477,3345;57,7;45,5
6/11/2018 06:26;0;13,8;14,3;492,0551;57,7;45,5
6/11/2018 06:27;0;13,8;14,4;470,0092;57,3;47,2
6/11/2018 06:27;0;13,8;14,4;468,7028;57,3;47,2
6/11/2018 06:28;0;13,8;14,3;486,5728;56,9;47,7
6/11/2018 06:29;0;13,8;14,2;466,2766;56,7;47,5
6/11/2018 06:30;0;13,8;14,3;488,3459;56,4;47,3
6/11/2018 06:30;0;13,8;14,3;484,6598;56,4;47,3
6/11/2018 06:31;0;13,8;14,1;470,8491;56,1;47
6/11/2018 06:32;0;13,8;14,2;475,6782;56;46,8
6/11/2018 06:32;0;13,8;14,2;471,6189;56;46,8
6/11/2018 06:33;15,00987;13,8;14,2;468,6795;56,3;46,3
6/11/2018 06:33;15,09386;13,8;14,2;466,3932;56,3;46
6/11/2018 06:34;14,98499;13,8;14,2;473,8352;56,7;34,3
6/11/2018 06:34;15,01299;13,8;14,2;484,7765;56,7;34,2
6/11/2018 06:35;15,08297;13,8;14,3;459,8844;57,1;31,2
6/11/2018 06:35;15,08297;13,8;14,3;459,8844;57,1;31,2
6/11/2018 06:36;15,03165;13,8;14,3;481,9303;57,5;30,6
6/11/2018 06:37;15,00054;13,8;14,3;470,9424;57,8;30,6
6/11/2018 06:37;15,02076;13,8;14,3;485,1264;57,8;30,6
6/11/2018 06:38;0;13,8;14,3;478,291;58,2;31,7
6/11/2018 06:38;0;13,8;14,3;467,7697;58,2;31,8
6/11/2018 06:39;0;13,8;14,3;478,431;58,5;38,9
6/11/2018 06:40;0;13,8;14,4;474,6517;58,8;41,8
6/11/2018 06:40;0;13,8;14,4;468,2596;58,8;41,8
6/11/2018 06:41;0;13,8;14,4;471,0124;59;45,4
6/11/2018 06:41;0;13,8;14,4;478,3843;59;45,5
6/11/2018 06:42;0;13,8;14,4;479,2242;59,3;47,7
6/11/2018 06:43;0;13,8;14,3;472,2021;59,6;48,8
6/11/2018 06:44;0;13,8;14,3;493,5248;59,6;49,1
6/11/2018 06:44;0;13,8;14,3;487,4826;59,6;49,1
6/11/2018 06:45;0;13,8;14,3;474,0685;59,4;49,2
6/11/2018 06:45;0;13,7;14,3;489,3256;59,3;49,2
6/11/2018 06:46;0;13,7;14,3;477,3578;59,1;49,2
6/11/2018 06:47;0;13,7;14,3;496,6743;58,8;49,1
6/11/2018 06:47;0;13,7;14,3;474,7683;58,8;49,1
6/11/2018 06:48;14,72526;13,7;14,3;470,8257;58,5;48,9
6/11/2018 06:48;14,67394;13,7;14,3;470,8957;58,5;48,8
6/11/2018 06:49;15,07053;13,7;14,1;470,9424;58,3;37,7
6/11/2018 06:49;15,07364;13,7;14,1;480,8805;58,3;37,5
6/11/2018 06:51;14,97721;13,7;14,1;483,5634;58;32,2
6/11/2018 06:52;14,97721;13,7;14,1;473,5086;57,7;31,2
6/11/2018 06:52;14,99277;13,7;14,1;482,047;57,7;31,2
6/11/2018 06:53;15,00521;13,7;14,1;470,0326;57,4;30,7
6/11/2018 06:53;15,06586;13,7;14,1;480,9972;57,3;30,7
6/11/2018 06:54;15,0161;13,7;14,2;473,7185;56,9;31
6/11/2018 06:55;0;13,7;14,1;492,9883;56,5;37,9
6/11/2018 06:55;0;13,7;14,1;470,0326;56,5;38
6/11/2018 06:56;0;13,7;14,1;470,2658;56,1;40,5
6/11/2018 06:56;0;13,7;14,1;465,3434;56,1;40,5
6/11/2018 06:57;0;13,7;14,2;487,2961;55,8;43,4
6/11/2018 06:57;0;13,7;14,2;483,7734;55,8;43,4
6/11/2018 06:58;0;13,7;14,1;472,8087;56,1;44,9
6/11/2018 06:59;0;13,6;14,1;483,7967;56,4;46
6/11/2018 07:00;0;13,6;14,1;490,842;56,7;46,7
6/11/2018 07:00;0;13,6;14,1;478,2677;56,7;46,7
6/11/2018 07:01;0;13,6;14;496,6276;57,1;47
6/11/2018 07:01;0;13,6;14;478,3143;57,1;47
6/11/2018 07:02;0;13,6;14,1;479,2242;57,5;47,3
6/11/2018 07:02;0;13,6;14,1;490,1888;57,5;47,3
6/11/2018 07:03;0;13,6;14,1;489,2556;57,9;47,6
6/11/2018 07:03;0;13,6;14,1;482,0237;57,9;47,6
6/11/2018 07:04;16,69889;13,6;14,1;481,8137;58,3;47,8
6/11/2018 07:05;15,00054;13,6;14,1;475,4915;58,8;38,3
6/11/2018 07:06;15,19651;13,6;14,1;479,1076;59,2;32,2
6/11/2018 07:07;15,01143;13,6;14,1;480,134;59,3;31,4
6/11/2018 07:07;14,99743;13,6;14,1;480,1107;59,3;31,4
6/11/2018 07:08;14,8839;13,6;14,1;470,0793;59;31,2
6/11/2018 07:08;14,91967;13,6;14,1;470,4991;59;31,2
6/11/2018 07:09;14,91967;13,6;14;466,4632;58,7;31,1
6/11/2018 07:10;0;13,6;13,9;483,7967;58,4;38
6/11/2018 07:10;0;13,6;13,9;490,3988;58,4;38,1
6/11/2018 07:11;0;13,6;13,6;490,2121;58;41,5
6/11/2018 07:12;0;13,6;13,3;474,6284;57,7;44,7
6/11/2018 07:12;0;13,6;13,3;467,3031;57,7;44,8
6/11/2018 07:13;0;13,5;13,2;471,7822;57,3;46,4
6/11/2018 07:14;0;13,5;13;474,2784;57;47,4
6/11/2018 07:14;0;13,5;13;480,064;57;47,4
6/11/2018 07:15;0;13,4;12,9;475,5615;56,7;47,5
6/11/2018 07:15;0;13,4;12,9;475,5615;56,7;47,5
6/11/2018 07:16;0;13,4;12,8;474,6284;56,4;47,2
6/11/2018 07:17;0;13,3;12,8;478,291;56,3;46,9
6/11/2018 07:18;0;13,3;12,9;479,2008;56,5;46,8
6/11/2018 07:19;0,688983;13,3;12,9;488,3225;56,9;46,9
6/11/2018 07:19;5,14171;13,3;12,9;484,7065;56,9;46,9
6/11/2018 07:21;15,04253;13,3;13;469,0294;57,4;38,7
6/11/2018 07:22;15,04098;13,3;13,1;470,8957;57,7;31,8
6/11/2018 07:22;15,0752;13,3;13,1;463,5004;57,7;31,8
6/11/2018 07:23;14,94766;13,3;13,3;483,7734;58,1;30,9
6/11/2018 07:23;14,94766;13,3;13,3;479,0842;58,1;30,9
6/11/2018 07:24;15,01143;13,3;13,6;464,5969;58,6;30,7
6/11/2018 07:24;15,06586;13,3;13,6;473,6485;58,6;30,7
6/11/2018 07:25;15,08764;13,4;13,7;469,1694;58,9;30,8
6/11/2018 07:26;0;13,4;13,7;485,6396;59,2;37
6/11/2018 07:27;0;13,4;13,6;470,9424;59,4;41,3
6/11/2018 07:27;0;13,4;13,6;489,349;59,4;41,4
6/11/2018 07:28;0;13,4;13,6;479,2942;59,3;44,7
6/11/2018 07:28;0;13,4;13,6;471,7356;59,3;44,7
6/11/2018 07:29;0;13,4;13,7;476,448;59;47,2
6/11/2018 07:30;0;13,4;13,7;481,0438;58,6;48,6
6/11/2018 07:30;0;13,4;13,7;473,6953;58,6;48,6
6/11/2018 07:31;0;13,3;13,6;480,064;58,2;48,3
6/11/2018 07:31;0;13,3;13,6;472,7854;58,2;48,3
6/11/2018 07:32;0;13,3;13,6;483,6801;57,9;48,3
6/11/2018 07:33;0;13,3;13,5;476,308;57,6;48,1
6/11/2018 07:34;0;13,3;13,5;484,8931;57,3;47,8
6/11/2018 07:34;0;13,3;13,5;477,4278;57,3;47,8
6/11/2018 07:35;0;13,3;13,4;475,2816;57,1;47,6
6/11/2018 07:35;0;13,3;13,4;475,2816;57,1;47,6
6/11/2018 07:36;14,96633;13,2;13,5;485,7096;56,8;39,7
6/11/2018 07:37;15,02543;13,2;13,5;482,0004;56,5;31,9
6/11/2018 07:38;14,96633;13,2;13,5;472,9254;56,3;30,7
6/11/2018 07:38;15,00054;13,2;13,5;493,0583;56,3;30,7
6/11/2018 07:39;14,96633;13,2;13,5;462,5673;55,9;30,2
6/11/2018 07:40;15,04876;13,1;13,5;476,4014;55,9;30
6/11/2018 07:40;15,0472;13,1;13,5;481,1138;55,9;30
6/11/2018 07:41;0;13,1;13,5;494,7379;56,2;34,6
6/11/2018 07:42;0;13,1;13,5;474,5584;56,5;39,5
6/11/2018 07:42;0;13,1;13,5;470,8491;56,5;39,5
6/11/2018 07:43;0;13,1;13,5;485,8263;56,7;42,4
6/11/2018 07:43;0;13,1;13,5;468,2129;56,7;42,4
6/11/2018 07:44;0;13,1;13,5;473,7419;57,1;45,1
6/11/2018 07:44;0;13,1;13,5;484,7998;57,1;45,1
6/11/2018 07:45;0;13,1;13,5;470,8491;57,4;46,5
6/11/2018 07:45;0;13,1;13,5;474,6284;57,4;46,5
6/11/2018 07:46;0;13,1;13,5;492,0085;57,7;47,3
6/11/2018 07:47;0;13;13,5;477,8944;58,1;47,7
6/11/2018 07:47;0;13;13,5;480,9506;58,1;47,7
6/11/2018 07:49;0;13;13,5;492,0551;58,5;47,9
6/11/2018 07:50;0;13;13,5;488,2058;58,8;48,1
6/11/2018 07:50;0;13;13,5;470,8491;58,8;48,1
6/11/2018 07:51;0;13;13,5;471,8289;59,2;48,3
6/11/2018 07:51;0;13;13,5;482,8402;59,2;48,3
6/11/2018 07:52;15,0752;13;13,5;472,8087;59,3;42,6
6/11/2018 07:52;14,93833;13;13,5;487,4826;59,3;42,3
6/11/2018 07:53;15,08608;13;13,4;479,9941;59,2;33,4
6/11/2018 07:54;15,07364;13;13,4;469,076;58,9;31,6
6/11/2018 07:55;15,07053;13;13,4;476,518;58,6;31
6/11/2018 07:55;15,0472;13;13,4;469,1461;58,6;31
6/11/2018 07:56;15,06431;13;13,4;485,593;58,2;30,7
6/11/2018 07:56;15,06586;13;13,4;479,2242;58,2;30,7
6/11/2018 07:57;0;13;13,3;487,4127;57,9;34,8
6/11/2018 07:58;0;13;13,3;474,535;57,4;40,2
6/11/2018 07:58;0;13;13,3;470,8957;57,4;40,3
6/11/2018 07:59;0;13;13,3;474,5584;57;42,7
6/11/2018 07:59;0;13;13,3;470,8491;57;42,7
6/11/2018 08:00;0;13;13,3;471,7122;56,6;45,5
6/11/2018 08:01;0;13;13,3;481,5571;56,2;46,6
6/11/2018 08:02;0;13;13,3;479,6908;55,9;46,7
6/11/2018 08:02;0;13;13,3;477,3812;55,9;46,7
6/11/2018 08:03;0;13;13,3;488,3459;56,1;46,7
6/11/2018 08:03;0;13;13,3;488,3225;56,1;46,7
6/11/2018 08:04;0;13;13,2;472,7854;56,4;46,7
6/11/2018 08:05;0;13;13,2;480,1107;56,8;46,8
6/11/2018 08:05;0;13;13,2;481,0672;56,8;46,8
6/11/2018 08:06;0;13;13,3;473,6485;57,2;47
6/11/2018 08:06;0;13;13,3;492,0318;57,3;47
6/11/2018 08:07;14,78592;13;13,3;480,9972;57,7;43,1
6/11/2018 08:07;14,84035;13;13,3;488,6258;57,7;42,8
6/11/2018 08:07;14,87146;13;13,3;477,3812;57,7;42,5
6/11/2018 08:08;15,02854;13;13,3;491,192;58,1;33
6/11/2018 08:09;14,96166;13;13,4;482,8635;58,4;31,1
6/11/2018 08:10;15,01143;13;13,3;475,5615;58,9;30,6
6/11/2018 08:10;15,02698;13;13,3;471,5956;58,9;30,6
6/11/2018 08:11;15,00054;13;13,3;489,4656;59,3;30,7
6/11/2018 08:12;0;13;13,3;466,7432;59,5;33,8
6/11/2018 08:12;0;13;13,3;487,3893;59,5;34
6/11/2018 08:13;0;13;13,3;494,7613;59,3;40,6
6/11/2018 08:13;0;13;13,3;469,0527;59,3;40,7
6/11/2018 08:14;0;13;13,3;474,6284;58,9;42,9
6/11/2018 08:14;0;13;13,3;471,409;58,9;42,9
6/11/2018 08:15;0;13;13,3;478,291;58,5;45,9
6/11/2018 08:16;0;13;13,3;489,279;58,1;47,7
6/11/2018 08:18;0;13;13,2;476,5647;57,8;48
6/11/2018 08:18;0;13;13,2;480,1107;57,8;48
6/11/2018 08:19;0;13;13,2;480,624;57,5;47,8
6/11/2018 08:19;0;13;13,2;469,076;57,5;47,8
6/11/2018 08:20;0;13;13,3;480,1107;57,2;47,7
6/11/2018 08:21;0;13;13,3;483,75;56,9;47,5
6/11/2018 08:21;0;13;13,3;482,8402;56,9;47,5
6/11/2018 08:22;0;13;13,3;474,675;56,6;47,2
6/11/2018 08:22;0;13;13,3;470,8491;56,6;47,2
6/11/2018 08:23;14,91656;13;13,2;491,7752;56,3;45,5
6/11/2018 08:24;14,96633;13;12,9;486,4095;56;33,8
6/11/2018 08:25;15,1063;12,9;12,6;488,2992;55,9;30,5
6/11/2018 08:25;15,06275;12,9;12,6;494,808;55,9;30,5
6/11/2018 08:26;15,05498;12,9;12,3;473,7419;56,1;29,9
6/11/2018 08:26;15,06742;12,9;12,3;476,4247;56,1;29,9
6/11/2018 08:27;14,97877;12,8;12,3;476,5647;56,4;29,9
6/11/2018 08:28;0;12,8;12,2;475,4682;56,8;31,7
6/11/2018 08:28;0;12,8;12,2;479,2008;56,8;31,8
6/11/2018 08:29;0;12,7;12,3;493,9214;57;38,5
6/11/2018 08:29;0;12,7;12,3;475,4915;57;38,6
6/11/2018 08:30;0;12,7;12,3;488,3925;57,3;41,1
6/11/2018 08:31;0;12,6;12,3;469,916;57,6;44,1
6/11/2018 08:32;0;12,6;12,3;478,2677;57,9;46,2
6/11/2018 08:33;0;12,6;12,3;492,9416;58,3;47,3
6/11/2018 08:33;0;12,6;12,3;485,0797;58,3;47,3
6/11/2018 08:34;0;12,6;12,3;477,8244;58,6;47,9
6/11/2018 08:34;0;12,6;12,3;475,4682;58,6;47,9
6/11/2018 08:35;0;12,6;12,2;473,6252;58,9;48,2
6/11/2018 08:36;0;12,5;12,3;474,675;59,3;48,3
6/11/2018 08:36;0;12,5;12,3;496,7443;59,3;48,3
6/11/2018 08:37;0;12,5;12,3;489,3256;59,6;48,6
6/11/2018 08:37;0;12,5;12,3;478,361;59,6;48,6
6/11/2018 08:38;14,97721;12,5;12,3;476,448;59,4;48,5
6/11/2018 08:38;15,01143;12,5;12,3;469,1694;59,4;48,5
6/11/2018 08:39;15,00054;12,5;12,3;481,0672;59,2;36,4
6/11/2018 08:40;14,96477;12,5;12,3;470,9191;59;31,8
6/11/2018 08:40;14,94922;12,5;12,3;466,3466;59;31,8
6/11/2018 08:41;15,0332;12,5;12,1;488,5791;58,7;31
6/11/2018 08:41;15,07053;12,5;12,1;473,9752;58,7;31
6/11/2018 08:42;14,99277;12,5;12,2;483,7734;58,3;30,7
6/11/2018 08:43;0;12,6;12,3;475,3516;58;31,9
6/11/2018 08:43;0;12,6;12,3;495,0645;58;32
6/11/2018 08:44;0;12,6;12,3;480,9738;57,5;38,9
6/11/2018 08:44;0;12,6;12,3;479,5741;57,5;39,1
